review_index,candidate_group_id,evidence_class,name_standardization_basis,development_state,state_id,primary_site_key,n_current_developments,n_hud_ids,project_names,hud_ids,allocation_pis_years,episode_unit_totals,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
36,NVAR_0059,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001162,NC|2932 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2932 FAVERSHAM PL,NCA19950145 || NCA19959028,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950145 || NCA19959028) share state ID 9001162 and standardized primary address NC|2932 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2932 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222932%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19818-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
37,NVAR_0060,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001164,NC|2900 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2900 FAVERSHAM PL,NCA19950035 || NCA19959006,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950035 || NCA19959006) share state ID 9001164 and standardized primary address NC|2900 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2900 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222900%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20176-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
38,NVAR_0061,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001165,NC|2901 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2901 FAVERSHAM PL,NCA19950040 || NCA19959007,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950040 || NCA19959007) share state ID 9001165 and standardized primary address NC|2901 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2901 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222901%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20177-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
39,NVAR_0062,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001166,NC|2902 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2902 FAVERSHAM PL,NCA19950045 || NCA19959008,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950045 || NCA19959008) share state ID 9001166 and standardized primary address NC|2902 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2902 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222902%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20178-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
40,NVAR_0063,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001168,NC|2934 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2934 FAVERSHAM PL,NCA19950150 || NCA19959029,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950150 || NCA19959029) share state ID 9001168 and standardized primary address NC|2934 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2934 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222934%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19819-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
41,NVAR_0064,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001169,NC|2913 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2913 FAVERSHAM PL,NCA19950100 || NCA19959019,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950100 || NCA19959019) share state ID 9001169 and standardized primary address NC|2913 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2913 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222913%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19787-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
42,NVAR_0065,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001170,NC|2946 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2946 FAVERSHAM PL,NCA19950175 || NCA19959034,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950175 || NCA19959034) share state ID 9001170 and standardized primary address NC|2946 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2946 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222946%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19846-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
43,NVAR_0066,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001171,NC|2914 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2914 FAVERSHAM PL,NCA19950105 || NCA19959020,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950105 || NCA19959020) share state ID 9001171 and standardized primary address NC|2914 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2914 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222914%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19791-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
44,NVAR_0067,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001172,NC|2915 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2915 FAVERSHAM PL,NCA19950110 || NCA19959021,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950110 || NCA19959021) share state ID 9001172 and standardized primary address NC|2915 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2915 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222915%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19789-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
45,NVAR_0068,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001173,NC|2911 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2911 FAVERSHAM PL,NCA19950090 || NCA19959017,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950090 || NCA19959017) share state ID 9001173 and standardized primary address NC|2911 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2911 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222911%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20209-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
46,NVAR_0069,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001174,NC|2907 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2907 FAVERSHAM PL,NCA19950070 || NCA19959013,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950070 || NCA19959013) share state ID 9001174 and standardized primary address NC|2907 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2907 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222907%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20205-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
47,NVAR_0070,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001175,NC|2910 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2910 FAVERSHAM PL,NCA19950085 || NCA19959016,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950085 || NCA19959016) share state ID 9001175 and standardized primary address NC|2910 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2910 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222910%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20208-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
48,NVAR_0071,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001176,NC|2905 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2905 FAVERSHAM PL,NCA19950060 || NCA19959011,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950060 || NCA19959011) share state ID 9001176 and standardized primary address NC|2905 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2905 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222905%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"2905 Faversham Pl, Raleigh, NC 27604 | Apartments.com",property_listing,https://www.apartments.com/2905-faversham-pl-raleigh-nc/9n68m64/,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
49,NVAR_0072,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001177,NC|2908 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2908 FAVERSHAM PL,NCA19950075 || NCA19959014,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950075 || NCA19959014) share state ID 9001177 and standardized primary address NC|2908 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2908 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222908%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20206-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
50,NVAR_0073,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001178,NC|2904 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2904 FAVERSHAM PL,NCA19950055 || NCA19959010,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950055 || NCA19959010) share state ID 9001178 and standardized primary address NC|2904 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2904 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222904%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20180-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
51,NVAR_0074,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001179,NC|2938 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2938 FAVERSHAM PL,NCA19950155 || NCA19959030,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950155 || NCA19959030) share state ID 9001179 and standardized primary address NC|2938 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2938 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222938%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"HEATHERBROOK | Low Income Housing | 2938 FAVERSHAM PL Raleigh, NC 27604 - Affordable Housing 411",property_directory,https://www.affordablehousing411.com/housing/lihtc-details-heatherbrook-2938-faversham-pl-raleigh-nc-27604/,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
52,NVAR_0075,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001180,NC|2948 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2948 FAVERSHAM PL,NCA19950180 || NCA19959035,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950180 || NCA19959035) share state ID 9001180 and standardized primary address NC|2948 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2948 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222948%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19847-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
53,NVAR_0076,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001181,NC|2909 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2909 FAVERSHAM PL,NCA19950080 || NCA19959015,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950080 || NCA19959015) share state ID 9001181 and standardized primary address NC|2909 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2909 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222909%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20207-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
54,NVAR_0077,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001182,NC|2906 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2906 FAVERSHAM PL,NCA19950065 || NCA19959012,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950065 || NCA19959012) share state ID 9001182 and standardized primary address NC|2906 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2906 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222906%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20204-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
55,NVAR_0078,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001183,NC|2944 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2944 FAVERSHAM PL,NCA19950170 || NCA19959033,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950170 || NCA19959033) share state ID 9001183 and standardized primary address NC|2944 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2944 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222944%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19845-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
56,NVAR_0079,exact_timing_units,abbreviation_punctuation_or_typo,NC,9001184,NC|2942 FAVERSHAM PL|RALEIGH,2,2,HEATHERBROOK || 2942 FAVERSHAM PL,NCA19950165 || NCA19959032,1994/1995 || 1994/1995,1/1 || 1/1,merge,same_state_id_address_timing_units_name_variant,HUD-only read: 2 current developments (NCA19950165 || NCA19959032) share state ID 9001184 and standardized primary address NC|2942 FAVERSHAM PL|RALEIGH. Evidence class: exact_timing_units. Names: HEATHERBROOK || 2942 FAVERSHAM PL. Allocation/PIS pairs: 1994/1995 || 1994/1995. Reconciled total/low-income units: 1/1 || 1/1.,2026-08-10,merge,duplicate_reporting_name_variant,Google,https://www.google.com/search?q=%22HEATHERBROOK%22%20%222942%20FAVERSHAM%20PL%22%20%22RALEIGH%22%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19822-lihtc,"Outside read: the retained source identifies the named property at the reviewed location. Combined with the same state ID and standardized address, the name difference is treated as reporting variation rather than a distinct physical development. Unit aggregation remains separate.",2026-08-10,merge,duplicate_reporting_name_variant,Merge the current development IDs into one physical development and retain every HUD row as a project episode. Do not resolve development unit totals in this identity step.,2026-08-10
