singleton_identity_scope_review_id,review_type,current_development_id,current_hud_id,current_development_name,current_scope_status,n_review_group_members,final_identity_decision,member_action,adjudicated_development_id,adjudicated_anchor_hud_id,cluster_status,reviewed_development_name,final_reason_code,physical_property_members,identity_source_title,identity_source_type,identity_source_url,identity_source_statement,count_source_title,count_source_type,count_source_url,count_source_statement,source_assessment,final_scope_status,requires_episode_property_bridge,episode_to_property_bridge_status,geocoding_query_approval,development_name_correction_reason,development_name_correction_source,reviewed_on,review_status,source_rows_changed
SISR_NY_EVANELL_COMPONENT,overlapping_component_retained,DEV_NYC00000020,NYC00000020,EVANELL,not_in_review,1,retain_575_southern_component_separate_from_later_two_lot_financing_umbrella,retain_physical_development,DEV_NYC00000020,NYC00000020,final_physical_development,EVANELL,older_episode_is_single_physical_component_of_later_two_lot_financing,575 Southern Boulevard physical property component,"NYC HDC Notice of Public Hearing, February 5 2021",official_local_housing_finance_agency,https://www.nychdc.com/sites/default/files/2021-02/Notice-of-Public-Hearing-02-05-21.pdf,NYC HDC identifies Aurea as an 85-unit financing covering 575 Southern Boulevard and 582-588 Union Avenue on two tax lots; the older Evanell record covers only 575 Southern Boulevard.,"NYC HDC Notice of Public Hearing, February 5 2021",official_local_housing_finance_agency,https://www.nychdc.com/sites/default/files/2021-02/Notice-of-Public-Hearing-02-05-21.pdf,The 85-unit Aurea total covers two lots and is not assigned to Evanell.,Evanell remains the physical 575 Southern component. Later umbrella counts are evidence only and are not applied.,physical_development_component_with_overlapping_umbrella,FALSE,not_required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_NY_AUREA_UMBRELLA,nonphysical_scope_exclusion,DEV_NYC20124005,NYC20124005,AUREA APARTMENTS,not_in_review,1,exclude_two_lot_financing_umbrella_preserve_episode_and_require_property_bridge,retain_nonphysical_episode_bridge,DEV_NYC20124005,NYC20124005,nonphysical_financing_portfolio_requires_bridge,AUREA APARTMENTS FINANCING,official_source_identifies_two_lot_financing_overlapping_prior_component,575 Southern Boulevard and 582-588 Union Avenue physical property components,"NYC HDC Notice of Public Hearing, February 5 2021",official_local_housing_finance_agency,https://www.nychdc.com/sites/default/files/2021-02/Notice-of-Public-Hearing-02-05-21.pdf,"NYC HDC identifies Aurea as one 85-unit financing across two tax lots and addresses, including the older Evanell component at 575 Southern Boulevard.","NYC HDC Notice of Public Hearing, February 5 2021",official_local_housing_finance_agency,https://www.nychdc.com/sites/default/files/2021-02/Notice-of-Public-Hearing-02-05-21.pdf,NYC HDC reports 85 units across the two-lot financing; the value is not assigned to either component.,Aurea is retained as a nonphysical episode umbrella pending a two-property bridge. Unit counts are evidence only and are not applied.,nonphysical_financing_portfolio_requires_bridge,TRUE,required,not_approved,not_applicable,not_applicable,2026-08-11,two_read_complete,FALSE
SISR_CT_MCCONAUGHY,physical_identity_merge,DEV_CTA0000X032,CTA0000X032,MCCONAUGHY TERRACE 4,not_in_review,2,merge_four_percent_and_nine_percent_records_as_one_physical_development_preserve_both_episodes_defer_units,retain_physical_development,DEV_CTA0000X032,CTA0000X032,final_physical_development,MCCONAUGHY TERRACE,official_sources_identify_one_redevelopment_with_four_and_nine_percent_financing_slices,"McConaughy Terrace campus on South Genesee, Valley, and East Ramsdell streets",CHFA 2023 CGS 8-260 Report,official_state_housing_finance_agency,https://www.chfa.org/assets/1/6/2023_C.G.S_8-260_Report.pdf,CHFA and New Haven sources identify the 4% and 9% records as financing slices of one McConaughy Terrace redevelopment.,CHFA 2023 CGS 8-260 Report,official_state_housing_finance_agency,https://www.chfa.org/assets/1/6/2023_C.G.S_8-260_Report.pdf,Published counts describe financing components and are not summed or applied here.,The physical identity is resolved; both source episodes are preserved and unit aggregation remains deferred.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_financing_percentage_suffixes,https://www.chfa.org/assets/1/6/2023_C.G.S_8-260_Report.pdf,2026-08-11,two_read_complete,FALSE
SISR_CT_MCCONAUGHY,physical_identity_merge,DEV_CTA0000X033,CTA0000X033,MCCONAUGHY TERRACE 9,not_in_review,2,merge_four_percent_and_nine_percent_records_as_one_physical_development_preserve_both_episodes_defer_units,merge_to_review_cluster,DEV_CTA0000X032,CTA0000X032,final_physical_development,MCCONAUGHY TERRACE,official_sources_identify_one_redevelopment_with_four_and_nine_percent_financing_slices,"McConaughy Terrace campus on South Genesee, Valley, and East Ramsdell streets",CHFA 2023 CGS 8-260 Report,official_state_housing_finance_agency,https://www.chfa.org/assets/1/6/2023_C.G.S_8-260_Report.pdf,CHFA and New Haven sources identify the 4% and 9% records as financing slices of one McConaughy Terrace redevelopment.,CHFA 2023 CGS 8-260 Report,official_state_housing_finance_agency,https://www.chfa.org/assets/1/6/2023_C.G.S_8-260_Report.pdf,Published counts describe financing components and are not summed or applied here.,The physical identity is resolved; both source episodes are preserved and unit aggregation remains deferred.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_financing_percentage_suffixes,https://www.chfa.org/assets/1/6/2023_C.G.S_8-260_Report.pdf,2026-08-11,two_read_complete,FALSE
SISR_CT_WILLOW_CREEK,physical_identity_merge,DEV_CTA0000X051,CTA0000X051,WILLOW CREEK PHASE 1,not_in_review,3,merge_three_phase_records_as_one_physical_master_development_preserve_episodes_defer_units,retain_physical_development,DEV_CTA0000X051,CTA0000X051,final_physical_development,WILLOW CREEK APARTMENTS,official_scoping_record_identifies_one_three_phase_redevelopment,"Willow Creek redevelopment sites on Nahum Drive, Berkeley Drive, and Granby Street",Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,Phase counts are financing evidence and are not summed or applied here.,The master-development identity is resolved; detailed site inventory and unit aggregation remain deferred.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_phase_suffixes_for_physical_development_name,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,2026-08-11,two_read_complete,FALSE
SISR_CT_WILLOW_CREEK,physical_identity_merge,DEV_CTA0000X052,CTA0000X052,WILLOW CREEK PHASE 2,not_in_review,3,merge_three_phase_records_as_one_physical_master_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_CTA0000X051,CTA0000X051,final_physical_development,WILLOW CREEK APARTMENTS,official_scoping_record_identifies_one_three_phase_redevelopment,"Willow Creek redevelopment sites on Nahum Drive, Berkeley Drive, and Granby Street",Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,Phase counts are financing evidence and are not summed or applied here.,The master-development identity is resolved; detailed site inventory and unit aggregation remain deferred.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_phase_suffixes_for_physical_development_name,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,2026-08-11,two_read_complete,FALSE
SISR_CT_WILLOW_CREEK,physical_identity_merge,DEV_CTA20220006,CTA20220006,WILLOW CREEK APARTMENTS PHASE III,not_in_review,3,merge_three_phase_records_as_one_physical_master_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_CTA0000X051,CTA0000X051,final_physical_development,WILLOW CREEK APARTMENTS,official_scoping_record_identifies_one_three_phase_redevelopment,"Willow Creek redevelopment sites on Nahum Drive, Berkeley Drive, and Granby Street",Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,The state scoping notice identifies Willow Creek as one redevelopment implemented in phases; CHFA records identify the three financing phases.,Connecticut CEQ Scoping Notice: Willow Creek Apartments,official_state_government,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,Phase counts are financing evidence and are not summed or applied here.,The master-development identity is resolved; detailed site inventory and unit aggregation remain deferred.,physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_phase_suffixes_for_physical_development_name,https://portal.ct.gov/CEQ/DECD/Scoping-Notice/Willow-Creek-Apartments-Hartford,2026-08-11,two_read_complete,FALSE
SISR_CT_DAVIS_GARDENS,physical_identity_merge,DEV_CTA0000X018,CTA0000X018,DAVIS GARDENS APARTMENTS (FKA WARNER GARDENS),not_in_review,2,merge_phase_records_as_one_physical_development_preserve_episodes_defer_units,retain_physical_development,DEV_CTA0000X018,CTA0000X018,final_physical_development,DAVIS GARDENS,official_current_parcel_record_places_both_phases_on_one_owned_parcel,Davis Gardens property on Waterbury parcel MBL 0202-0559-0039,Omni Development Davis Gardens community page,property_owner_developer_site,https://omnidevelopmentcorporation.org/community/davis-garden/,The owner-developer identifies Davis Gardens I and II as one 122-unit community at 154 Warner Street.,Omni Development Davis Gardens community page,property_owner_developer_site,https://omnidevelopmentcorporation.org/community/davis-garden/,The owner-developer reports 122 units for the combined Davis Gardens I and II community; the value is evidence only and is not applied here.,"The physical identity is resolved, but all three inherited source addresses remain unverified against the current parcel address.",physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_phase_and_former_name_suffixes,https://omnidevelopmentcorporation.org/community/davis-garden/,2026-08-11,two_read_complete,FALSE
SISR_CT_DAVIS_GARDENS,physical_identity_merge,DEV_CTA0000X019,CTA0000X019,DAVIS GARDENS II,not_in_review,2,merge_phase_records_as_one_physical_development_preserve_episodes_defer_units,merge_to_review_cluster,DEV_CTA0000X018,CTA0000X018,final_physical_development,DAVIS GARDENS,official_current_parcel_record_places_both_phases_on_one_owned_parcel,Davis Gardens property on Waterbury parcel MBL 0202-0559-0039,Omni Development Davis Gardens community page,property_owner_developer_site,https://omnidevelopmentcorporation.org/community/davis-garden/,The owner-developer identifies Davis Gardens I and II as one 122-unit community at 154 Warner Street.,Omni Development Davis Gardens community page,property_owner_developer_site,https://omnidevelopmentcorporation.org/community/davis-garden/,The owner-developer reports 122 units for the combined Davis Gardens I and II community; the value is evidence only and is not applied here.,"The physical identity is resolved, but all three inherited source addresses remain unverified against the current parcel address.",physical_development_multi_building_or_multisite_identity_resolved_site_inventory_unresolved_units_deferred,FALSE,not_required,not_approved,remove_phase_and_former_name_suffixes,https://omnidevelopmentcorporation.org/community/davis-garden/,2026-08-11,two_read_complete,FALSE
SISR_IL_EVERGREEN_II,physical_identity_merge,DEV_ILB0000X083,ILB0000X083,EVERGREEN TOWERS II,not_in_review,2,merge_duplicate_source_records_as_one_physical_development_preserve_episode_once_defer_units,merge_to_review_cluster,DEV_ILB19980010,ILB19980010,final_physical_development,EVERGREEN TOWER II,same_name_same_financing_identity_same_address_with_street_suffix_error,Evergreen Tower II at 1343 North Cleveland Avenue,Affordable Housing Hub: Evergreen Tower II,independent_public_housing_directory,https://affordablehousinghub.org/housing/illinois/cook-county/chicago/evergreen-tower-ii-8183-lihtc,"The independent directory identifies one Evergreen Tower II property at 1343 North Cleveland Avenue with 101 total and 82 low-income units, supporting the same-address duplicate merge and rejecting the ST suffix variant.",Affordable Housing Hub: Evergreen Tower II,independent_public_housing_directory,https://affordablehousinghub.org/housing/illinois/cook-county/chicago/evergreen-tower-ii-8183-lihtc,"The independent directory identifies one Evergreen Tower II property at 1343 North Cleveland Avenue with 101 total and 82 low-income units, supporting the same-address duplicate merge and rejecting the ST suffix variant.",The records are duplicate source representations of one property; the malformed street-suffix variant is dropped at the site layer.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,singularize_tower_and_remove_duplicate_variant,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_IL_EVERGREEN_II,physical_identity_merge,DEV_ILB19980010,ILB19980010,EVERGREEN TOWER II,not_in_review,2,merge_duplicate_source_records_as_one_physical_development_preserve_episode_once_defer_units,retain_physical_development,DEV_ILB19980010,ILB19980010,final_physical_development,EVERGREEN TOWER II,same_name_same_financing_identity_same_address_with_street_suffix_error,Evergreen Tower II at 1343 North Cleveland Avenue,Affordable Housing Hub: Evergreen Tower II,independent_public_housing_directory,https://affordablehousinghub.org/housing/illinois/cook-county/chicago/evergreen-tower-ii-8183-lihtc,"The independent directory identifies one Evergreen Tower II property at 1343 North Cleveland Avenue with 101 total and 82 low-income units, supporting the same-address duplicate merge and rejecting the ST suffix variant.",Affordable Housing Hub: Evergreen Tower II,independent_public_housing_directory,https://affordablehousinghub.org/housing/illinois/cook-county/chicago/evergreen-tower-ii-8183-lihtc,"The independent directory identifies one Evergreen Tower II property at 1343 North Cleveland Avenue with 101 total and 82 low-income units, supporting the same-address duplicate merge and rejecting the ST suffix variant.",The records are duplicate source representations of one property; the malformed street-suffix variant is dropped at the site layer.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,singularize_tower_and_remove_duplicate_variant,https://www.huduser.gov/portal/datasets/lihtc.html,2026-08-11,two_read_complete,FALSE
SISR_KS_6637_151ST,physical_identity_merge,DEV_KSA19930035,KSA19930035,DUPLEX,not_in_review,2,merge_duplicate_source_records_as_one_two_unit_physical_development,retain_physical_development,DEV_KSA19930035,KSA19930035,final_physical_development,6637-6639 WEST 151ST PLACE,same_state_project_year_allocation_and_duplex_with_official_address_correction,Duplex at 6637-6639 West 151st Place,"Overland Park Community Development Agenda, February 17 2014",official_local_government,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,"The city document identifies HUD project KSA1993090 as 6637-39 W 151st Place; the two HUD rows share year, allocation, and duplex identity.","Overland Park Community Development Agenda, February 17 2014",official_local_government,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,The established record reports 2 total and 2 low-income units; values are evidence only and are not applied here.,The records are duplicate representations of one duplex; the ST suffix is rejected in favor of the official PL address.,physical_development_identity_resolved_unit_aggregation_deferred,FALSE,not_required,not_approved,replace_generic_duplex_name_with_official_address_name,https://www2.opkansas.org/City-Government/Agendas-and-Minutes/Community-Development/Agendas/2014/2014-02-17_Special/ACT-1-3.pdf,2026-08-11,two_read_complete,FALSE
