identity_question_id,review_origin,pass1_identity_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_identity_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_title,pass2_source_type,pass2_source_url,pass2_notes,pass2_reviewed_on,final_identity_decision,final_reason_code,address_overlap_class,final_notes,final_reviewed_on,shared_geocoding_query_decision,source_rows_changed
XDAQ_0015,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=WHITMORE%20CIRCLE%20APARTMENTS%20HI%7C111%20CIR%20MAKAI%20ST%7CWAHIAWA%20HI%20affordable%20housing,"Whitmore Circle Apts | Affordable Housing in Wahiawa, HI",public_property_directory,https://affordablehousinghub.org/housing/hawaii/honolulu-county/wahiawa/whitmore-circle-apts-5141-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0016,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=GROVE%20%40%20RIVERSIDE%20ID%7C3111%20N%201ST%20ST%20E%7CREXBURG%20ID%20affordable%20housing,"Grove @ Riverside | Affordable Housing in Rexburg, ID",public_property_directory,https://affordablehousinghub.org/housing/idaho/madison-county/rexburg/grove-riverside-50546-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0017,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=BRYN%20MAWR%2FBELLE%20SHORE%20APTS%20IL%7C1062%20W%20BRYN%20MAWR%20AVE%7CCHICAGO%20IL%20affordable%20housing,"Bryn Mawr Belle Shore Apts | Affordable Housing in Chicago, IL",public_property_directory,https://affordablehousinghub.org/housing/illinois/cook-county/chicago/bryn-mawr-belle-shore-apts-7802-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0018,new_two_pass_review,defer,internal_evidence_requires_outside_confirmation,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,retain_separate,distinct_physical_developments_overlapping_source_set,Google,https://www.google.com/search?q=DANBURY%20POINTE%20IN%7C3389%20E%20MAIN%20ST%7CDANVILLE%20IN%20affordable%20housing,"Low Income Apartments for Rent in Danville, Indiana",housing_directory,https://hellosection8.com/ct-lihtc-in_danville-1.html,"Outside read: public listings distinguish Danbury Pointe at 3389 E Main Street from Danbury Pointe II at 46 Danbury Court. Both have 24 units. The address overlap is a cross-listed source row, not one development.",2026-08-10,retain_separate,distinct_physical_developments_overlapping_source_set,distinct_properties_with_cross_listed_site,Retain current physical-development identifiers and the overlap class for later source repair. Do not create a shared query.,2026-08-10,not_approved,FALSE
XDAQ_0019,new_two_pass_review,defer,internal_evidence_requires_outside_confirmation,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_other. No single field was treated as dispositive.",2026-08-10,retain_separate,portfolio_episode_overlaps_distinct_development,Google,https://www.google.com/search?q=JUSTUS%20%26%20GREYSTONE%204%25%20IN%7C124%20S%20CLAY%20ST%7CLAUREL%20IN%20affordable%20housing,"Laurel Park Apts | Affordable Housing in Laurel, IN",public_property_directory,https://affordablehousinghub.org/housing/indiana/franklin-county/laurel/laurel-park-apts-8988-lihtc,"Outside read: Laurel Park is a 16-unit property at 124 S Clay Street. The 212-unit Justus and Greystone 4% record spans 36 addresses and several cities. It is a portfolio financing that includes Laurel Park, so assigning the whole episode to Laurel Park would be wrong.",2026-08-10,retain_separate,portfolio_episode_overlaps_distinct_development,portfolio_financing_cross_reference,Retain current physical-development identifiers and the overlap class for later source repair. Do not create a shared query.,2026-08-10,not_approved,FALSE
XDAQ_0020,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_same_units_later_episode. No single field was treated as dispositive.",2026-08-10,merge,later_financing_episode_same_physical_development,Google,https://www.google.com/search?q=ASHMONT%20TOD%20MA%7C1900%20DORCHESTER%20AVE%7CBOSTON%20MA%20affordable%20housing,"Ashmont Tod | Affordable Housing in Boston, MA",public_property_directory,https://affordablehousinghub.org/housing/massachusetts/suffolk-county/boston/ashmont-tod-11936-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,later_financing_episode_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0021,carried_forward_completed_two_pass_review,defer,internal_evidence_requires_outside_confirmation,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern carried_forward_previous_retain_separate. No single field was treated as dispositive.",2026-08-10,retain_separate,distinct_phases_or_components_same_address,Google,https://www.google.com/search?q=CONIFER%20HILL%20COMMONS%20I%20MA%7C121%20CONIFER%20HILL%20DR%7CDANVERS%20MA%20affordable%20housing,"Conifer Hill Commons I | Affordable Housing in Danvers, MA",property_directory,https://affordablehousinghub.org/housing/massachusetts/essex-county/danvers/conifer-hill-commons-i-12586-lihtc,"Outside read: the retained source identifies separately named phases, components, or projects at the shared address. The changed unit scopes are consistent with distinct physical-development records, so the same state ID and address are not sufficient to collapse them.",2026-08-10,retain_separate,distinct_phases_or_components_same_address,distinct_phase_or_component_common_address,Retain current physical-development identifiers and the overlap class for later source repair. Do not create a shared query.,2026-08-10,not_approved,FALSE
XDAQ_0022,carried_forward_completed_two_pass_review,defer,internal_evidence_requires_outside_confirmation,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern carried_forward_previous_retain_separate. No single field was treated as dispositive.",2026-08-10,retain_separate,distinct_phases_or_components_same_address,Google,https://www.google.com/search?q=PARK%20VIEW%20AT%20COLUMBIA%20I%20MD%7C7070%20CRADLEROCK%20WAY%7CCOLUMBIA%20MD%20affordable%20housing,"Park View At Columbia I | Affordable Housing in Columbia, MD",property_directory,https://affordablehousinghub.org/housing/maryland/howard-county/columbia/park-view-at-columbia-i-13445-lihtc,"Outside read: the retained source identifies separately named phases, components, or projects at the shared address. The changed unit scopes are consistent with distinct physical-development records, so the same state ID and address are not sufficient to collapse them.",2026-08-10,retain_separate,distinct_phases_or_components_same_address,distinct_phase_or_component_common_address,Retain current physical-development identifiers and the overlap class for later source repair. Do not create a shared query.,2026-08-10,not_approved,FALSE
XDAQ_0023,carried_forward_completed_two_pass_review,defer,internal_evidence_requires_outside_confirmation,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern carried_forward_previous_retain_separate. No single field was treated as dispositive.",2026-08-10,retain_separate,distinct_phases_or_components_same_address,Google,https://www.google.com/search?q=ASHTON%20PARK%20APTS%20MS%7C9245%20CUANDET%20RD%7CGULFPORT%20MS%20affordable%20housing,Ashton Park Apartments at 9245 Cuandet Road,property_listing,https://www.zumper.com/apartment-buildings/p88714/ashton-park-gulfport-ms,"Outside read: the retained source identifies separately named phases, components, or projects at the shared address. The changed unit scopes are consistent with distinct physical-development records, so the same state ID and address are not sufficient to collapse them.",2026-08-10,retain_separate,distinct_phases_or_components_same_address,distinct_phase_or_component_common_address,Retain current physical-development identifiers and the overlap class for later source repair. Do not create a shared query.,2026-08-10,not_approved,FALSE
XDAQ_0024,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern same_name_changed_units_or_timing. No single field was treated as dispositive.",2026-08-10,merge,same_multisite_physical_development,Google,https://www.google.com/search?q=COMSTOCK%20APARTMENTS%20MT%7C777%20HAGERTY%20LN%7CBOZEMAN%20MT%20affordable%20housing,"Comstock Apartments | Affordable Housing in Bozeman, MT",public_property_directory,https://affordablehousinghub.org/housing/montana/gallatin-county/bozeman/comstock-apartments-18146-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,same_multisite_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0025,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=2912%20FAVERSHAM%20PL%20NC%7C2912%20FAVERSHAM%20PL%7CRALEIGH%20NC%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19787-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0026,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=2920%20FAVERSHAM%20PL%20NC%7C2920%20FAVERSHAM%20PL%7CRALEIGH%20NC%20affordable%20housing,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-19787-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0027,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=407%20%2B%20409%20SYKES%20AVE%20NC%7C407%20409%20SYKES%20AVE%7CGREENSBORO%20NC%20affordable%20housing,"409 Sykes Ave | Affordable Housing in Greensboro, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/guilford-county/greensboro/409-sykes-ave-18699-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0028,new_two_pass_review,merge,internal_identity_evidence_supports_one_development,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_name_variant_same_timing_units. No single field was treated as dispositive.",2026-08-10,merge,duplicate_reporting_same_physical_development,Google,https://www.google.com/search?q=4264%20KAPLAN%20DR%20NC%7C4264%20KAPALN%20DR%7CRALEIGH%20NC%20affordable%20housing,"4264 Kaplan Dr | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/4264-kaplan-dr-20165-lihtc,"Outside read: the retained public record matches the reviewed property name, location, or unit scope. Read with the internal state-ID, timing, unit, and address-set evidence, the records describe one physical development. Source rows remain unchanged.",2026-08-10,merge,duplicate_reporting_same_physical_development,same_physical_development_address,Merge only physical-development identifiers. Preserve every HUD row as a project episode and every site row. Do not sum units here.,2026-08-10,not_approved,FALSE
XDAQ_0029,new_two_pass_review,defer,internal_evidence_requires_outside_confirmation,"Internal read: names, state IDs, primary sites, complete address sets, years, and unit scopes were read together for pattern state_id_other. No single field was treated as dispositive.",2026-08-10,retain_separate,distinct_physical_developments_shared_campus,Google,https://www.google.com/search?q=ALLEN%20STREET%20FAMILY%20NC%7C1322%20ALLEN%20ST%7CCHARLOTTE%20NC%20affordable%20housing,LIHTC Properties in North Carolina District 14 Through 2023,public_lihtc_property_list,https://www.novoco.com/public-media/documents/north-carolina-lihtc-properties-through-2023-district-14-072025.pdf,Outside read: the public LIHTC list treats Allen Street Family and Centra Square as separate 52-unit projects at 1322 and 1400 Allen Street. They remain separate despite a shared state ID and overlapping campus-style source rows.,2026-08-10,retain_separate,distinct_physical_developments_shared_campus,distinct_properties_common_campus,Retain current physical-development identifiers and the overlap class for later source repair. Do not create a shared query.,2026-08-10,not_approved,FALSE
