review_question_id,identical_address_set_id,internal_identity_decision,internal_reason_code,internal_notes,internal_reviewed_on,external_identity_decision,external_search_engine,external_search_url,external_source_title,external_source_type,external_source_url,external_notes,external_reviewed_on,final_identity_decision,final_reason_code,address_set_assessment,final_notes,final_reviewed_on,shared_geocoding_query_decision,source_rows_changed
IASR_011,IAS0072,merge_all,same_name_timing_address_set,"Hughes Manor and Hughes Manor II carry the same address set, timing, and units.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Hughes%20Manor%20II%20Arkansas%20LIHTC,2009 Tax Credit Recipients,allocating_agency,https://adfa.arkansas.gov/wp-content/uploads/2025/02/2009a-Tax-Credit-Recipients.pdf,The Arkansas recipient list identifies the reviewed Hughes Manor II property and matching development facts.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_012,IAS0075,merge_all,same_property_renamed_or_redeveloped,"Park Plaza II and Riverside Park Phase III have the same 56 units, timing window, and three-address set; the older label is inconsistent with current naming.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Park%20Plaza%20II%20Riverside%20Park%20Phase%20III%20West%20Memphis%20Arkansas,Crittenden County Affordable Housing List,allocating_agency,https://adfa.arkansas.gov/wp-content/uploads/2024/12/Crittenden-County.pdf,"The agency list places Riverside Park Phase III at this location and distinguishes Riverside Park II at another address, supporting a mislabeled duplicate rather than two 56-unit phases.",2026-08-10,merge_all,mislabeled_duplicate_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_013,IAS0076,merge_all,same_name_timing_address_set,Savannah Park records differ only in spelling and otherwise match.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Savannah%20Park%20Arkansas%20LIHTC,Arkansas LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/arkansas-lihtc-properties-through-2023-072025.pdf,The state property compilation contains one Savannah Park project matching the reviewed record.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_014,IAS0080,merge_all,same_property_renamed_or_redeveloped,The names and timing indicate a renamed Stone Ridge/Cedar Ridge property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Stone%20Ridge%20Cedar%20Ridge%20Summit%20at%20Geyer%20Springs%20Arkansas,Pulaski County Affordable Housing List,allocating_agency,https://adfa.arkansas.gov/wp-content/uploads/2024/12/Pulaski-County2.pdf,The Arkansas agency list explicitly connects the former name to Summit at Geyer Springs.,2026-08-10,merge_all,renamed_later_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_015,IAS0255,merge_all,same_name_same_property_unit_scope_conflict,"Both records use the East Atlantic name, year, and exact property address set; 70 versus 94 units indicates base-property versus annex scope.",2026-08-10,merge_all,Google,https://www.google.com/search?q=East%20Atlantic%20Apartments%20Annex%20Rehoboth%20Delaware%2070%2094%20units,East Atlantic Apartments Listings,public_property_directory,https://hellosection8.com/overview-id-1803276.html,"The retained page reports both 70- and 94-unit East Atlantic records at 100 East Atlantic Circle, consistent with one property plus annex scope.",2026-08-10,merge_all,same_physical_development_different_unit_scope,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_016,IAS0257,merge_all,same_name_timing_address_set,"Carleton Court spelling variants have the same year, units, and address set.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Carleton%20Court%20Apartments%20Newark%20Delaware,Carleton Court Apartments,property_manager,https://www.arbormanagement.com/property/carleton-court-apartments,The manager identifies one Carleton Court property at the reviewed location.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_017,IAS0262,retain_each,distinct_buildings_common_campus,Civic Towers and Civic Towers Senior have separate names and building identities despite overlapping campus addresses.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Civic%20Towers%20Civic%20Towers%20Senior%20Miami%20apartments,Civic Towers,developer,https://redwoodhousing.com/case-studies/civic-towers/,The developer and public records describe distinct Civic Towers buildings/components at the site.,2026-08-10,retain_each,distinct_buildings_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_018,IAS0271,retain_each,distinct_named_phases,Magnolia Walk I and II are explicitly phased and have different unit totals.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Magnolia%20Walk%20II%20Florida%20Housing%20Finance%20Corporation,Florida Housing Board Package,allocating_agency,https://www.floridahousing.org/docs/default-source/data-docs-and-reports/boardpackages/2004/sep-10/02-consent-items.pdf?sfvrsn=2,The allocating-agency record identifies Magnolia Walk II as a separate financed phase.,2026-08-10,retain_each,distinct_phases_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_019,IAS0276,retain_each,distinct_named_phases,Sonrise Villas I and II are explicitly phased and have different unit totals.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Sonrise%20Villas%20II%20Fellsmere%20Florida,Sonrise Villas II,property_manager,https://www.rentcafe.com/housing/fl/fellsmere/sonrise-villas-ii/default.aspx,The current property record separately identifies Sonrise Villas II.,2026-08-10,retain_each,distinct_phases_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_020,IAS0289,retain_each,distinct_named_phases,Live Oak Villas I and II are explicitly phased and have different unit totals.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Live%20Oak%20Villas%20I%20II%20Fort%20Pierce%20Florida%20units,Assessment of Fair Housing,municipal_record,https://www.cityoffortpierce.com/DocumentCenter/View/2602/2016-2020-Assessment-of-Fair-Housing-Report,The city report lists Live Oak phases separately with 104 and 80 units.,2026-08-10,retain_each,distinct_phases_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_021,IAS0291,merge_all,same_property_later_financing,Columbia Village Townhomes Preservation is a later renovation of the named property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Columbia%20Village%20Townhomes%20preservation%20Decatur%20Georgia,Columbia Village,property_owner,https://www.columbiares.com/decatur-ga-apartments/columbia-village/,"The owner describes the existing community and its renovation, supporting a preservation episode.",2026-08-10,merge_all,later_preservation_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_022,IAS0334,merge_all,same_property_renamed_or_redeveloped,Brookhaven Phase II and Rolling Pine share the same property facts and location.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Brookhaven%20Phase%20II%20Rolling%20Pine%20Lake%20Park%20Georgia,Rolling Pine,property_manager,https://www.rentcafe.com/apartments/ga/lake-park/rolling-pine/default.aspx,The current property record identifies Rolling Pine at the reviewed development location; state records connect the earlier project.,2026-08-10,merge_all,renamed_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_023,IAS0352,merge_all,legal_name_and_operating_name,Pittsburgh Phase I LP and Heritage Station Family have matching facts and appear to be legal and operating names.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Pittsburgh%20Phase%20I%20LP%20Heritage%20Station%20Family%20Atlanta,United States v. Pittsburgh Phase I LP,court_record,https://docs.justia.com/cases/federal/district-courts/georgia/gandce/1%3A2017cv04289/243444/6,The federal filing identifies Pittsburgh Phase I LP as doing business as Heritage Station Family Apartments.,2026-08-10,merge_all,legal_and_operating_names_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_024,IAS0384,merge_all,same_property_later_financing,Parkside repeats after 27 years with the same 24 units and address set.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Parkside%20apartments%20Post%20Falls%20Idaho%20LIHTC,"Affordable Housing in Post Falls, Idaho",public_property_directory,https://affordablehousinghub.org/housing/idaho/kootenai/post-falls,The directory lists the duplicate Parkside records at the same address and unit count.,2026-08-10,merge_all,later_financing_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_025,IAS0434,merge_all,same_property_later_financing,High View repeats after 18 years with the same units and addresses.,2026-08-10,merge_all,Google,https://www.google.com/search?q=High%20View%20Lawrenceburg%20Indiana%20LIHTC,"Affordable Housing in Lawrenceburg, Indiana",public_property_directory,https://section8search.org/indiana/lawrenceburg,The directory places both High View records at the same property.,2026-08-10,merge_all,later_financing_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_026,IAS0467,retain_each,distinct_buildings_common_campus,Chapelgate Park and Chapelgate Park Senior use distinct nearby primary addresses and serve distinct components.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Chapelgate%20Park%20Chapelgate%20Park%20Senior%20Lafayette%20Indiana,Affordable Housing in Lafayette 47909,public_property_directory,https://search.affordablehousinghub.org/in/tippecanoe/lafayette/47909,The public records list the family and senior properties at 3151 and 3050 Chapelgate Way.,2026-08-10,retain_each,distinct_components_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_027,IAS0479,merge_all,same_name_timing_address_set,Shelby's Landing name variants refer to the same apartment property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Shelbys%20Landing%20Apartments%20Shelbyville%20Indiana,Shelby's Crest and Landing,property_manager,https://www.shelbyscrest.com/,The property site treats Shelby's Landing as one component of the named apartment community at the reviewed location.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_028,IAS0482,retain_each,same_name_different_properties,The 1988 208-unit and 2002 277-unit records have different true primary addresses; the exact two-address union is a cross-list.,2026-08-10,retain_each,Google,https://www.google.com/search?q=English%20Village%207400%20English%20Avenue%204555%20Marcy%20Lane%20Indianapolis,LIHTC Properties in Indiana Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/indiana-lihtc-properties-through-2023-072025.pdf,The property list separately identifies a 208-unit English Village at 7400 English Avenue and a 277-unit same-named property at 4555 Marcy Lane.,2026-08-10,retain_each,same_name_distinct_physical_developments,copied_across_distinct_developments,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_029,IAS0667,retain_each,distinct_named_projects_shared_bad_set,"Boston Street Crossing and Harbor Lafayette have separate names, addresses, and unit restrictions.",2026-08-10,retain_each,Google,https://www.google.com/search?q=Boston%20Street%20Crossing%20Harbor%20Lafayette%20Salem%20Massachusetts,Affordable Housing Restrictions,municipal_record,https://www.salemma.gov/619/Restrictions,The Salem restrictions list treats Boston Street Crossing and Harbor Lafayette as separate developments.,2026-08-10,retain_each,distinct_projects_with_copied_address_set,copied_across_distinct_developments,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_030,IAS0668,retain_each,distinct_named_projects_shared_bad_set,"Stratton Hill, Fruit Sever, and Wellington are distinct properties whose three primary addresses were copied to every record.",2026-08-10,retain_each,Google,https://www.google.com/search?q=BC%20Stratton%20Hill%20Fruit%20Sever%20Wellington%20Massachusetts%20LIHTC,Massachusetts LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/massachusetts-lihtc-properties-through-2023-district-2-072025.pdf,The state compilation reports the three names at distinct primary addresses and with distinct unit totals.,2026-08-10,retain_each,distinct_projects_with_copied_address_set,copied_across_distinct_developments,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_031,IAS0686,merge_all,combined_named_property,Calvin Mowbray Park and Stephen Camper Park are jointly owned and operated as one 190-unit property.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Calvin%20Mowbray%20Park%20Stephen%20Camper%20Park%20Cambridge%20Maryland,Calvin Mowbray Park and Stephen Camper Park,property_owner,https://nhpfoundation.org/property/calvin-mowbray-park-and-stephen-camper-park/,"The owner presents both names as one 190-unit, 88-building property.",2026-08-10,merge_all,combined_components_one_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_032,IAS0752,retain_each,distinct_components_common_address,Clark Place Apartments and Clark Place Townhomes are separately named apartment and townhome components.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Clark%20Place%20Apartments%20Townhomes%20Minnesota,Clark Place,property_manager,https://clarkplacemn.com/,The current site distinguishes the apartment and townhome offerings within Clark Place.,2026-08-10,retain_each,distinct_components_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_033,IAS0911,retain_each,distinct_named_phases,Azalea Cove Phase I and II are explicit phases with separate unit totals.,2026-08-10,retain_each,Google,https://www.google.com/search?q=Azalea%20Cove%20Phase%20I%20II%20Vicksburg%20Mississippi%20LIHTC,Mississippi LIHTC Properties District 2,housing_sector_report,https://www.novoco.com/public-media/documents/mississippi-lihtc-properties-district-2-to-2022-092024.pdf,The state compilation lists the Azalea Cove phases separately.,2026-08-10,retain_each,distinct_phases_on_shared_campus,shared_campus_distinct_components,Preserve each source development as a distinct physical development; do not treat the shared address set as sufficient identity evidence.,2026-08-10,not_approved,FALSE
IASR_034,IAS0919,merge_all,same_property_later_financing,Baxter repeats after 18 years at the same property with a small 48/50-unit scope difference.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Baxter%20Apartments%20Bozeman%20Montana%2050%20units%20rehabilitation,Montana Board of Housing Meeting Packet,allocating_agency,https://www.commerce.mt.gov/_shared/housing/MBOH/docs/Meetings/2023/September-12-Agenda-Minutes-and-Packet.pdf,The board packet describes acquisition and rehabilitation of the existing Baxter Apartments as a 50-unit project.,2026-08-10,merge_all,later_rehabilitation_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_035,IAS0924,merge_all,same_name_timing_address_set,E. A. Swain spelling variants otherwise match.,2026-08-10,merge_all,Google,https://www.google.com/search?q=EA%20Swain%20Apartments%20Edenton%20North%20Carolina,E.A. Swain Apartments,property_manager,https://www.lpmcliving.com/e-a-swain-apartments,The manager identifies one E.A. Swain property at the reviewed location.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_036,IAS0949,merge_all,same_named_scattered_site,"Courtney Lane name variants have the same year, units, and townhouse address series.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Courtney%20Lane%20Townhomes%20Raleigh%20North%20Carolina%20LIHTC,North Carolina LIHTC Properties,housing_sector_report,https://www.novoco.com/documents85816/nc13_lihtc_properties.pdf,The state compilation reports Courtney Lane as one townhouse project across the reviewed addresses.,2026-08-10,merge_all,duplicate_reporting_same_multisite_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_037,IAS0953,merge_all,same_site_reconfigured_proposal,Barton Senior and Barton South use the same site; the later project replaced an infeasible earlier proposal.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Barton%20Senior%20Barton%20South%20Charlotte%20housing,Barton South Notice of Intent,municipal_record,https://www.charlottenc.gov/files/sharedassets/city/v/1/streets-and-neighborhoods/housing/documents/the-barton-south-notice-of-intent-fonsi-rrof.pdf,City records identify Barton South at the reviewed site; council records state the prior proposal became infeasible and funds were reused for the current project.,2026-08-10,merge_all,reconfigured_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_038,IAS0975,merge_all,same_state_id_same_property,"Franklin Senior House records share state project number 1420, timing, and address set.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Franklin%20Senior%20House%201420%20New%20Jersey,NJHMFA Board Minutes July 2025,allocating_agency,https://www.nj.gov/dca/hmfa/about/boardinfo/minutes/2025_minutes/20250712.pdf,NJHMFA identifies Franklin Senior House under project number 1420.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_039,IAS0979,merge_all,same_state_id_same_property,Edgewood Park name variants share project number 05402 and matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Edgewood%20Park%20Phase%20I%2005402%20New%20Jersey%20LIHTC,New Jersey LIHTC Properties Through 2023,housing_sector_report,https://www.novoco.com/public-media/documents/new-jersey-lihtc-properties-through-2023-072025.pdf,The New Jersey compilation identifies one Edgewood Park Phase I project under the reviewed state number.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_040,IAS0980,merge_all,same_property_renamed_or_redeveloped,Jackson Family Apartments and The Ponds have the same 88 units and state project identity.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Jackson%20Family%20Apartments%20The%20Ponds%20New%20Jersey%201641,NJHMFA Four-Percent Awards,allocating_agency,https://nj.gov/dca/hmfa/developers/docs/lihtc/tax/awards/4percent_through_jan2023.pdf,NJHMFA identifies Jackson Family Apartments as project 1641 with 88 units; current records use The Ponds for the same development.,2026-08-10,merge_all,renamed_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_041,IAS0981,merge_all,same_state_id_same_property,Valley Brook records share state project number 1113 and otherwise matching facts.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Valley%20Brook%201113%20New%20Jersey%20LIHTC,"Affordable Housing in Lyons, New Jersey",public_property_directory,https://hellosection8.com/ct-lihtc-nj_lyons-1.html,The public property record identifies the reviewed Valley Brook project.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_042,IAS0982,merge_all,same_site_redevelopment,Turner Pointe is the redevelopment of the former Page Homes site.,2026-08-10,merge_all,Google,https://www.google.com/search?q=Page%20Homes%20Turner%20Pointe%20Trenton%20New%20Jersey,Turner Pointe Former Page Homes Near Completion,housing_authority,https://www.tha-nj.org/trenton-housing-authoritys-turner-pointe-former-page-homes-project-near-completion/,The Trenton Housing Authority explicitly describes Turner Pointe as the former Page Homes project.,2026-08-10,merge_all,redevelopment_episode_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
IASR_043,IAS0983,merge_all,same_state_id_same_property,"Ujima Village records share state project number 652, year, and address set.",2026-08-10,merge_all,Google,https://www.google.com/search?q=Ujima%20Village%20652%20New%20Jersey%20LIHTC,New Jersey LIHTC Properties District 12,housing_sector_report,https://www.novoco.com/public-media/documents/new-jersey-lihtc-properties-through-2023-district-12-072025.pdf,The compilation identifies one Ujima Village project under number 652.,2026-08-10,merge_all,duplicate_reporting_same_physical_development,consistent_with_identity_decision,Propose one physical development while preserving every source row as a project episode; do not aggregate conflicting unit counts or treat the identity decision as address validation.,2026-08-10,not_approved,FALSE
